ImageId,BuildingId,PolygonWKT_Pix,PolygonWKT_Geo
AOI_2_Vegas_img2144,32,"POLYGON ((135.54 485.33 0,146.11 413.16 0,126.41 411.28 0,115.85 483.45 0,135.54 485.33 0))","POLYGON ((-115.24748163199996 36.198942311000053 0,-115.24753480399994 36.19894737900006 0,-115.24750628299995 36.199142248000044 0,-115.24745311099997 36.199137180000037 0,-115.24748163199996 36.198942311000053 0))"
AOI_2_Vegas_img2144,33,"POLYGON ((166.88 531.08 0,186.93 533.01 0,205.26 409.46 0,185.21 407.52 0,166.88 531.08 0))","POLYGON ((-115.247397017999958 36.198818791000065 0,-115.247347520999938 36.199152384000058 0,-115.24729338899999 36.199147154000059 0,-115.247342885999956 36.198813561000065 0,-115.247397017999958 36.198818791000065 0))"
AOI_2_Vegas_img2144,34,"POLYGON ((4.84 0.0 0,0 0 0,0.0 16.14 0,4.96 16.12 0,4.84 0.0 0))","POLYGON ((-115.247834539214281 36.200252699873197 0,-115.24783421699999 36.200209186000052 0,-115.247847599881069 36.200209121320761 0,-115.247847599881069 36.200252699873197 0,-115.247834539214281 36.200252699873197 0))"
AOI_2_Vegas_img2144,35,"POLYGON ((31.76 40.06 0,0.0 40.06 0,0.0 59.24 0,31.76 59.24 0,31.76 40.06 0))","POLYGON ((-115.247761843999967 36.200144541000043 0,-115.247761843999967 36.200092755000071 0,-115.247847599881069 36.200092755000071 0,-115.247847599881069 36.200144541000043 0,-115.247761843999967 36.200144541000043 0))"
AOI_2_Vegas_img2144,36,"POLYGON ((132.91 40.27 0,47.34 39.85 0,47.2 58.39 0,132.77 58.82 0,132.91 40.27 0))","POLYGON ((-115.24748875 36.200143965000052 0,-115.247489131999941 36.200093897000045 0,-115.247720156999947 36.200095048000037 0,-115.247719773999961 36.200145116000044 0,-115.24748875 36.200143965000052 0))"
AOI_2_Vegas_img2144,37,"POLYGON ((29.65 16.4 0,118.12 15.13 0,117.78 0.0 0,29.28 0.0 0,29.65 16.4 0))","POLYGON ((-115.247767547999956 36.200208409000027 0,-115.24776853131128 36.200252699873197 0,-115.247529585755089 36.200252699873197 0,-115.24752868 36.200211861000071 0,-115.247767547999956 36.200208409000027 0))"
AOI_2_Vegas_img2144,38,"POLYGON ((178.59 16.62 0,202.36 16.39 0,202.12 0.0 0,178.35 0.0 0,178.59 16.62 0))","POLYGON ((-115.247365393999985 36.200207834000025 0,-115.247366053501139 36.200252699873197 0,-115.247301879566919 36.200252699873197 0,-115.247301228999959 36.200208448000069 0,-115.247365393999985 36.200207834000025 0))"
AOI_2_Vegas_img2144,39,"POLYGON ((263.96 140.42 0,304.36 140.55 0,304.5 111.91 0,294.84 111.88 0,294.94 91.46 0,299.5 91.47 0,299.62 67.85 0,291.25 67.83 0,291.41 34.08 0,301.22 34.12 0,301.32 14.22 0,292.96 14.19 0,293.03 0.0 0,220.63 0.0 0,220.55 17.47 0,211.32 17.44 0,211.24 33.59 0,222.69 33.63 0,222.52 68.26 0,211.08 68.22 0,210.98 88.29 0,220.77 88.32 0,220.66 111.95 0,210.86 111.92 0,207.64 111.91 0,207.5 140.24 0,231.67 140.32 0,250.33 140.38 0,250.43 120.3 0,264.06 120.35 0,263.96 140.42 0))","POLYGON ((-115.247134901999971 36.199873555000067 0,-115.247134637999977 36.199927762000073 0,-115.247171442999957 36.199927879000029 0,-115.24717170699995 36.199873672000024 0,-115.247222097999952 36.199873832000037 0,-115.24728735299999 36.199874039000065 0,-115.24728698 36.199950555000044 0,-115.247278270999971 36.199950527000055 0,-115.247251821999953 36.199950444000024 0,-115.247251510999945 36.200014244000045 0,-115.24727796 36.200014328000066 0,-115.247277696999959 36.200068497000075 0,-115.247246785999948 36.200068398000042 0,-115.247246329999896 36.200161904000026 0,-115.247277240999949 36.20016200200007 0,-115.247277027999985 36.200205617000051 0,-115.24725211699996 36.200205538000034 0,-115.247251887031396 36.200252699873197 0,-115.24705641947078 36.200252699873197 0,-115.247056605999944 36.200214376000076 0,-115.247034044999964 36.200214304000042 0,-115.247034305999989 36.200160587000028 0,-115.247060783999984 36.200160671000049 0,-115.24706122799995 36.200069570000039 0,-115.247038638999982 36.200069499000051 0,-115.24703895 36.200005721000025 0,-115.247051273999944 36.200005760000067 0,-115.247051542999941 36.199950627000078 0,-115.247025461999954 36.199950544000046 0,-115.247025838999946 36.199873210000078 0,-115.247134901999971 36.199873555000067 0))"
AOI_2_Vegas_img2144,40,"POLYGON ((0.0 248.37 0,0.0 306.27 0,8.68 306.5 0,8.49 311.28 0,32.95 311.92 0,33.3 303.14 0,40.43 303.33 0,40.08 312.1 0,55.59 312.51 0,55.95 303.73 0,62.54 303.9 0,62.19 312.68 0,88.03 313.35 0,88.21 308.71 0,100.07 309.02 0,101.36 276.81 0,102.36 251.82 0,90.18 251.51 0,90.36 246.95 0,64.85 246.28 0,64.51 254.79 0,57.91 254.62 0,58.26 246.11 0,58.34 243.88 0,42.83 243.48 0,42.75 245.53 0,42.41 253.84 0,35.28 253.65 0,35.61 245.35 0,11.16 244.71 0,11.0 248.66 0,0.0 248.37 0))","POLYGON ((-115.247847599881069 36.199582101992114 0,-115.247817905999966 36.199581327000033 0,-115.24781747899999 36.199591988000066 0,-115.247751441999981 36.19959026500004 0,-115.24775234 36.199567840000043 0,-115.247733086999972 36.199567338000065 0,-115.247732187999986 36.199589762000073 0,-115.247731964999957 36.199595314000078 0,-115.24769007 36.199594220000051 0,-115.247690310999985 36.199588202000029 0,-115.247691231999966 36.199565236000069 0,-115.247673414999952 36.199564771000041 0,-115.247672494999961 36.199587737000058 0,-115.247603624999954 36.199585940000077 0,-115.24760411799997 36.199573634000046 0,-115.247571218999951 36.199572775000036 0,-115.247573921999958 36.199505316000057 0,-115.247577407999984 36.199418347000062 0,-115.24760942599994 36.199419183000032 0,-115.247609927999974 36.199406647000046 0,-115.24767968 36.199408467000069 0,-115.247678730999951 36.199432158000036 0,-115.247696545999986 36.199432622000074 0,-115.247697495999944 36.19940893100005 0,-115.247739390999982 36.199410025000077 0,-115.247738441999957 36.199433715000055 0,-115.247757695999951 36.199434218000079 0,-115.247758645999966 36.199410528000044 0,-115.247824681999987 36.199412251000069 0,-115.24782416499994 36.199425156000075 0,-115.247847599881069 36.199425767636072 0,-115.247847599881069 36.199582101992114 0))"
AOI_2_Vegas_img2144,41,"POLYGON ((0.0 74.75 0,0.0 131.28 0,12.34 131.01 0,12.58 138.05 0,33.58 137.59 0,33.28 128.66 0,45.37 128.4 0,45.67 137.33 0,72.97 136.74 0,72.78 131.11 0,109.11 130.32 0,109.3 135.95 0,133.25 135.43 0,132.86 123.75 0,143.91 123.51 0,144.3 135.19 0,165.98 134.72 0,165.69 126.28 0,190.48 125.75 0,188.73 73.19 0,163.94 73.73 0,163.54 61.65 0,141.87 62.12 0,142.32 75.74 0,131.27 75.98 0,130.82 62.36 0,108.36 62.85 0,108.71 73.21 0,66.72 74.12 0,66.38 63.76 0,45.76 64.21 0,46.17 76.38 0,33.5 76.66 0,33.09 64.48 0,10.89 64.97 0,11.21 74.5 0,0.0 74.75 0))","POLYGON ((-115.247847599881069 36.200050887422556 0,-115.247817345999977 36.200051544000075 0,-115.247818203999941 36.200077294000039 0,-115.247758256999987 36.200078595000036 0,-115.247757160999981 36.200045721000038 0,-115.24772294099995 36.200046464000025 0,-115.247724035999966 36.200079337000034 0,-115.247668382999962 36.200080545000048 0,-115.24766745 36.200052570000025 0,-115.247554081999965 36.200055030000044 0,-115.247555014999989 36.200083004000078 0,-115.247494392999954 36.20008432000003 0,-115.247493166999959 36.20004756000003 0,-115.247463337999989 36.200048207000066 0,-115.247464561999948 36.200084968000056 0,-115.24740604 36.20008623800004 0,-115.247404952999943 36.200053624000077 0,-115.247338022999941 36.200055077000059 0,-115.247333294999976 36.19991318600006 0,-115.247400224999978 36.199911733000079 0,-115.24739946699998 36.199888964000024 0,-115.24745798899994 36.19988769400004 0,-115.24745904 36.199919225000031 0,-115.24748887 36.199918578000052 0,-115.24748782 36.199887047000061 0,-115.247552484999972 36.199885643000073 0,-115.247552991999953 36.199900830000047 0,-115.247651090999966 36.199898702000041 0,-115.247650585999963 36.199883515000067 0,-115.247724291999987 36.199881916000038 0,-115.247725094999964 36.199906019000025 0,-115.247757736999972 36.199905311000066 0,-115.247756932999948 36.199881208000079 0,-115.247813636999979 36.19987997700008 0,-115.24781427 36.199898977000032 0,-115.247847599881069 36.199898253945975 0,-115.247847599881069 36.200050887422556 0))"
AOI_2_Vegas_img225,1,"POLYGON ((642.97 547.62 0,642.92 553.92 0,627.47 554.01 0,627.53 559.76 0,610.83 559.76 0,610.83 593.67 0,650.0 593.67 0,650.0 547.62 0,642.97 547.62 0))","POLYGON ((-115.298761567999975 36.133839127000044 0,-115.298742599982532 36.133839127000044 0,-115.298742599982532 36.133714783000073 0,-115.298848368999984 36.133714783000073 0,-115.298848368999984 36.133806348000064 0,-115.298803273999965 36.133806348000064 0,-115.298803417999977 36.133821872000055 0,-115.298761714999955 36.133822126000041 0,-115.298761567999975 36.133839127000044 0))"
AOI_2_Vegas_img225,2,"POLYGON ((600.44 604.19 0,600.6 563.86 0,564.36 563.44 0,564.45 551.57 0,533.1 551.4 0,532.68 603.84 0,566.88 604.02 0,570.92 607.69 0,580.25 607.98 0,583.24 604.1 0,600.44 604.19 0))","POLYGON ((-115.298876407999956 36.13368637800005 0,-115.298922838999943 36.13368661800007 0,-115.298930914999971 36.133676158000071 0,-115.29895610899996 36.133676925000032 0,-115.29896702799999 36.133686847000035 0,-115.299059355999987 36.133687325000039 0,-115.299058232999982 36.133828908000055 0,-115.298973578999949 36.133828470000026 0,-115.29897383399998 36.133796419000078 0,-115.298875983999949 36.133795268000028 0,-115.298876407999956 36.13368637800005 0))"
AOI_2_Vegas_img225,3,"POLYGON ((512.36 558.01 0,481.55 557.9 0,481.46 574.33 0,450.0 574.22 0,449.81 609.42 0,465.04 609.47 0,465.27 609.56 0,469.88 615.69 0,481.4 615.79 0,485.1 609.54 0,512.08 609.63 0,512.36 558.01 0))","POLYGON ((-115.299114231999965 36.133811080000044 0,-115.299114975999942 36.133671690000028 0,-115.299187837999966 36.133671943000024 0,-115.299197830999958 36.133655071000078 0,-115.299228935999963 36.133655341000065 0,-115.299241359999897 36.133671887000048 0,-115.299241994999988 36.133672132000072 0,-115.299283101999947 36.133672275000038 0,-115.299282594999966 36.13376729600003 0,-115.299197651999975 36.133767001000024 0,-115.29919741599997 36.133811370000046 0,-115.299114231999965 36.133811080000044 0))"
AOI_2_Vegas_img225,4,"POLYGON ((417.63 609.82 0,416.2 564.15 0,357.03 565.37 0,358.46 611.03 0,417.63 609.82 0))","POLYGON ((-115.299369992999971 36.133671181000068 0,-115.299529744999973 36.133667909000053 0,-115.299533616999952 36.133791212000062 0,-115.29937386499995 36.133794485000067 0,-115.299369992999971 36.133671181000068 0))"
AOI_2_Vegas_img225,5,"POLYGON ((220.13 557.09 0,187.86 557.19 0,188.11 609.87 0,221.61 609.77 0,225.94 613.17 0,237.56 613.03 0,240.47 609.71 0,256.24 609.66 0,256.06 572.04 0,235.56 572.1 0,235.53 566.81 0,220.18 566.86 0,220.13 557.09 0))","POLYGON ((-115.299903250999989 36.133813549000024 0,-115.299903123999968 36.133787169000072 0,-115.299861656999951 36.133787300000051 0,-115.299861587999942 36.133773019000046 0,-115.299806227999966 36.133773192000035 0,-115.299805740999943 36.133671615000026 0,-115.29984834399994 36.133671481000079 0,-115.299856190999947 36.13366251900004 0,-115.29988756399996 36.133662135000066 0,-115.299899258999972 36.133671322000055 0,-115.299989704999973 36.133671039000035 0,-115.29999038699998 36.133813277000058 0,-115.299903250999989 36.133813549000024 0))"
AOI_2_Vegas_img225,6,"POLYGON ((53.25 560.32 0,22.06 560.62 0,22.82 610.77 0,53.14 610.47 0,58.23 614.47 0,69.85 614.32 0,73.4 610.27 0,89.4 610.11 0,88.86 574.51 0,68.77 574.7 0,68.7 570.13 0,53.4 570.28 0,53.25 560.32 0))","POLYGON ((-115.300353821999977 36.133804846000032 0,-115.300353413999972 36.133777942000052 0,-115.300312112999961 36.133778351000046 0,-115.300311925999949 36.133766 0,-115.300257667999972 36.133766536000053 0,-115.30025621 36.133670408000057 0,-115.300299420999977 36.133669981000025 0,-115.300309012999946 36.133659028000068 0,-115.300340385999959 36.133658643000047 0,-115.30035413 36.133669440000062 0,-115.300435981999954 36.133668631000035 0,-115.300438034999956 36.133804013000031 0,-115.300353821999977 36.133804846000032 0))"
AOI_2_Vegas_img225,7,"POLYGON ((160.4 605.5 0,170.66 605.43 0,170.31 571.56 0,170.17 558.61 0,140.62 558.81 0,140.7 565.96 0,125.12 566.06 0,125.19 572.62 0,108.52 572.74 0,108.87 605.85 0,142.34 605.62 0,142.86 619.67 0,160.91 619.25 0,160.4 605.5 0))","POLYGON ((-115.30006450799999 36.133682858000043 0,-115.300063155999965 36.133645738000041 0,-115.300111890999972 36.133644580000066 0,-115.300113271999976 36.133682521000026 0,-115.300203658999976 36.133681897000031 0,-115.300204604999976 36.133771307000075 0,-115.300159594999968 36.133771619000072 0,-115.30015978199998 36.133789329000024 0,-115.300117709999896 36.133789619000027 0,-115.300117913999941 36.13380890500008 0,-115.300038144999974 36.133809456000051 0,-115.300037774999964 36.133774492000043 0,-115.300036807999959 36.133683049000069 0,-115.30006450799999 36.133682858000043 0))"
AOI_2_Vegas_img225,8,"POLYGON ((0.0 566.26 0,0.0 608.28 0,3.36 608.28 0,3.36 566.26 0,0.0 566.26 0))","POLYGON ((-115.300497599986031 36.133788803000073 0,-115.300488518999941 36.133788803000073 0,-115.300488518999941 36.133675355000037 0,-115.300497599986031 36.133675355000037 0,-115.300497599986031 36.133788803000073 0))"
AOI_2_Vegas_img225,9,"POLYGON ((344.23 563.68 0,344.22 561.08 0,279.96 561.3 0,279.98 563.9 0,280.13 593.08 0,287.63 593.06 0,287.7 605.46 0,287.77 619.58 0,320.26 619.47 0,320.18 605.35 0,344.45 605.27 0,344.23 563.68 0))","POLYGON ((-115.299568167999951 36.133795774000077 0,-115.29956757399998 36.133683477000034 0,-115.299633104999941 36.133683251000036 0,-115.299632903999964 36.133645142000034 0,-115.29972061699999 36.133644839000056 0,-115.299720818999958 36.133682948000057 0,-115.299720995999962 36.133716446000051 0,-115.29974124599994 36.133716376000052 0,-115.299741663999953 36.133795175000046 0,-115.299741700999959 36.133802181000078 0,-115.299568204999957 36.133802780000053 0,-115.299568167999951 36.133795774000077 0))"
AOI_2_Vegas_img225,10,"POLYGON ((46.7 409.18 0,36.22 409.39 0,32.15 413.2 0,15.3 413.59 0,16.61 450.5 0,51.92 449.68 0,52.44 464.21 0,82.91 463.5 0,81.08 412.07 0,50.46 412.78 0,46.7 409.18 0))","POLYGON ((-115.30037151099998 36.134212910000031 0,-115.300361362999979 36.134203202000037 0,-115.300278686999945 36.134205118000068 0,-115.300273754999978 36.134066247000078 0,-115.300356024999985 36.134064341000055 0,-115.300357417999976 36.134103564000043 0,-115.300452752999945 36.134101356000031 0,-115.300456292999968 36.134201003000044 0,-115.30041079199998 36.134202057000039 0,-115.300399795999965 36.13421233400004 0,-115.30037151099998 36.134212910000031 0))"
AOI_2_Vegas_img225,11,"POLYGON ((152.03 411.47 0,141.55 411.69 0,137.66 415.32 0,107.99 415.52 0,108.52 466.5 0,125.22 466.39 0,125.14 459.07 0,152.46 458.89 0,152.39 452.12 0,171.76 451.99 0,171.38 415.09 0,155.92 415.2 0,152.03 411.47 0))","POLYGON ((-115.300087131999987 36.134206726000059 0,-115.300076612999987 36.134196666000037 0,-115.30003488599999 36.134196946000031 0,-115.300033858999939 36.13409732100007 0,-115.30008614799999 36.134096969000041 0,-115.300085958999944 36.134078702000068 0,-115.300159720999943 36.134078205000037 0,-115.30015951699994 36.134058458000027 0,-115.300204595999958 36.134058155000048 0,-115.300206015999947 36.13419579400005 0,-115.300125918999981 36.134196333000034 0,-115.30011541499999 36.134206150000068 0,-115.300087131999987 36.134206726000059 0))"
AOI_2_Vegas_img225,12,"POLYGON ((212.44 414.04 0,206.21 413.99 0,203.78 415.75 0,186.89 416.18 0,188.18 449.41 0,203.26 449.02 0,203.26 448.94 0,209.86 448.78 0,210.58 467.18 0,253.44 466.09 0,251.43 414.53 0,213.62 415.5 0,212.44 414.04 0))","POLYGON ((-115.299924001999955 36.134199803000058 0,-115.299920834999966 36.134195857000066 0,-115.299818751999965 36.134198456000036 0,-115.299813317999963 36.13405926300004 0,-115.299929028999941 36.134056316000056 0,-115.299930968999945 36.134106005000035 0,-115.299948803999939 36.134105551000061 0,-115.299948794999978 36.134105334000026 0,-115.29998950099997 36.134104297000079 0,-115.29999300299994 36.134194019000063 0,-115.299947390999989 36.134195180000063 0,-115.299940828999979 36.134199918000036 0,-115.299924001999955 36.134199803000058 0))"
AOI_2_Vegas_img225,13,"POLYGON ((376.97 410.05 0,366.5 410.26 0,362.39 414.11 0,345.93 414.38 0,347.05 458.02 0,378.41 457.5 0,378.62 465.58 0,411.08 465.04 0,409.75 413.31 0,380.89 413.8 0,376.97 410.05 0))","POLYGON ((-115.299479767999969 36.134210564000057 0,-115.299469193999983 36.134200449000048 0,-115.299391269999902 36.134201751000035 0,-115.299387691999982 36.134062091000033 0,-115.299475324999946 36.134060627000054 0,-115.299475883999946 36.134082449000061 0,-115.29956056899999 36.134081034000076 0,-115.299563587999955 36.13419887200007 0,-115.29951915099997 36.134199615000057 0,-115.299508050999975 36.134209987000077 0,-115.299479767999969 36.134210564000057 0))"
AOI_2_Vegas_img225,14,"POLYGON ((474.81 413.82 0,467.77 413.9 0,464.58 416.57 0,430.43 417.16 0,431.78 468.12 0,466.51 467.52 0,466.22 456.44 0,474.91 456.29 0,474.75 450.24 0,493.12 449.92 0,492.23 416.09 0,477.49 416.34 0,474.81 413.82 0))","POLYGON ((-115.29921560799994 36.134200374000045 0,-115.299208381999961 36.134193572000072 0,-115.299168587999986 36.134194259000026 0,-115.299166170999968 36.134102916000074 0,-115.299215778999951 36.134102060000032 0,-115.299215346999972 36.134085721000076 0,-115.29923881 36.134085317000029 0,-115.299238018999972 36.134055389000025 0,-115.299331797999969 36.134053770000037 0,-115.299335438999947 36.134191379000072 0,-115.299243225999987 36.134192971000061 0,-115.299234622999961 36.134200182000029 0,-115.29921560799994 36.134200374000045 0))"
AOI_2_Vegas_img225,15,"POLYGON ((320.24 422.85 0,318.03 420.63 0,311.8 420.58 0,309.62 423.09 0,272.93 423.73 0,274.25 473.77 0,308.98 473.17 0,308.69 462.09 0,318.84 461.92 0,318.68 456.09 0,335.6 455.8 0,334.72 422.5 0,320.24 422.85 0))","POLYGON ((-115.299632952999957 36.134175996000067 0,-115.299593860999948 36.134176955000044 0,-115.299591482999972 36.134087048000026 0,-115.299637157999939 36.134086260000061 0,-115.299636741999961 36.134070528000052 0,-115.299664137999969 36.134070056000041 0,-115.299663346999978 36.134040128000038 0,-115.299757125999975 36.13403850900005 0,-115.299760700999968 36.13417363800005 0,-115.299661619999895 36.134175348000042 0,-115.299655733999941 36.134182125000052 0,-115.299638906999974 36.134182009000028 0,-115.299632952999957 36.134175996000067 0))"
AOI_2_Vegas_img225,16,"POLYGON ((294.31 415.69 0,313.45 415.69 0,313.45 405.45 0,294.31 405.45 0,294.31 415.69 0))","POLYGON ((-115.299702970999988 36.134195332000047 0,-115.299702970999988 36.134222974000068 0,-115.299651274999974 36.134222974000068 0,-115.299651274999974 36.134195332000047 0,-115.299702970999988 36.134195332000047 0))"
AOI_2_Vegas_img225,17,"POLYGON ((572.99 414.61 0,557.4 414.87 0,557.53 420.1 0,550.61 420.22 0,550.82 428.38 0,529.37 428.74 0,529.16 420.57 0,519.66 420.73 0,519.53 415.5 0,509.17 415.68 0,510.16 454.17 0,541.04 453.66 0,541.14 457.51 0,541.62 457.5 0,541.83 465.58 0,574.28 465.04 0,572.99 414.61 0))","POLYGON ((-115.298950521999984 36.134198250000054 0,-115.29894703399998 36.134062091000033 0,-115.299034665999955 36.134060627000054 0,-115.299035225999944 36.134082449000061 0,-115.299036534999971 36.134082427000067 0,-115.299036800999943 36.13409282300006 0,-115.299120176999963 36.134091430000069 0,-115.299122838999949 36.134195371000033 0,-115.29909487599997 36.134195838000039 0,-115.299094514999979 36.134181720000072 0,-115.299068878999947 36.134182149000026 0,-115.299068313999953 36.13416010800006 0,-115.29901039799995 36.134161076000055 0,-115.299010961999954 36.134183117000077 0,-115.298992267999949 36.134183429000075 0,-115.29899262899994 36.134197546000053 0,-115.298950521999984 36.134198250000054 0))"
AOI_2_Vegas_img225,18,"POLYGON ((644.5 411.22 0,637.45 411.29 0,635.12 413.25 0,599.02 413.88 0,600.9 464.01 0,635.07 463.41 0,634.78 452.77 0,645.07 452.59 0,644.92 446.72 0,650.0 446.63 0,650.0 412.99 0,646.44 413.05 0,644.5 411.22 0))","POLYGON ((-115.298757456999965 36.134207400000037 0,-115.298752211999954 36.134202462000076 0,-115.298742599982532 36.13420263094617 0,-115.298742599982532 36.13411178718799 0,-115.298756327999968 36.134111546000042 0,-115.298755901999982 36.134095718000026 0,-115.298783692999962 36.134095230000071 0,-115.29878292 36.134066498000038 0,-115.29887516399998 36.134064882000075 0,-115.298880253999982 36.134200214000032 0,-115.298782772999971 36.13420192600006 0,-115.298776471999986 36.134207208000078 0,-115.298757456999965 36.134207400000037 0))"
AOI_2_Vegas_img225,19,"POLYGON ((408.21 290.71 0,377.02 291.1 0,377.21 301.14 0,362.47 301.33 0,362.6 307.83 0,342.03 308.08 0,342.73 344.42 0,348.13 344.36 0,348.46 361.92 0,409.57 361.15 0,408.21 290.71 0))","POLYGON ((-115.29939543 36.134532776000071 0,-115.299391768999953 36.134342592000053 0,-115.299556747999986 36.13434052100007 0,-115.29955766099999 36.134387940000067 0,-115.299572224999963 36.13438775700007 0,-115.299574113999938 36.134485875000053 0,-115.299518587999955 36.134486572000071 0,-115.299518924999973 36.134504117000063 0,-115.299479132999977 36.134504617000061 0,-115.299479653999981 36.134531719000051 0,-115.29939543 36.134532776000071 0))"
AOI_2_Vegas_img225,20,"POLYGON ((335.14 309.48 0,269.52 309.67 0,269.66 341.45 0,274.17 341.44 0,274.22 353.92 0,335.33 353.75 0,335.14 309.48 0))","POLYGON ((-115.29959273299994 36.134482096000056 0,-115.299592220999955 36.134362586000066 0,-115.299757200999977 36.134362125000052 0,-115.299757345999978 36.134395814000072 0,-115.299769518999938 36.134395780000034 0,-115.299769885999979 36.134481600000072 0,-115.29959273299994 36.134482096000056 0))"
AOI_2_Vegas_img225,21,"POLYGON ((244.22 330.83 0,232.54 317.91 0,238.47 314.41 0,229.03 303.97 0,238.4 298.45 0,221.05 279.27 0,170.08 309.35 0,208.55 351.88 0,244.22 330.83 0))","POLYGON ((-115.299838197999975 36.134424453000065 0,-115.299934504999953 36.134367628000064 0,-115.300038387999962 36.134482468000044 0,-115.299900770999955 36.134563667000066 0,-115.299853930999973 36.134511885000052 0,-115.299879206999947 36.134496971000033 0,-115.29985372 36.134468795000032 0,-115.299869752999939 36.134459335000031 0,-115.299838197999975 36.134424453000065 0))"
AOI_2_Vegas_img225,22,"POLYGON ((188.21 220.62 0,144.52 222.83 0,148.71 276.69 0,212.11 273.48 0,210.06 247.05 0,197.93 247.66 0,197.9 247.24 0,197.04 236.16 0,189.45 236.54 0,188.21 220.62 0))","POLYGON ((-115.299989423999989 36.134722026000077 0,-115.29998608599999 36.134679031000076 0,-115.299965588999953 36.134680069000069 0,-115.299963265999963 36.134650152000063 0,-115.299963176999938 36.134649005000028 0,-115.299930434999965 36.13465066200007 0,-115.299924894999947 36.134579314000064 0,-115.300096095999947 36.134570644000064 0,-115.300107385999979 36.134716053000034 0,-115.299989423999989 36.134722026000077 0))"
AOI_2_Vegas_img225,23,"POLYGON ((285.65 135.45 0,277.99 135.59 0,276.16 137.82 0,261.22 137.98 0,261.81 172.57 0,276.46 172.41 0,276.55 177.43 0,289.88 177.28 0,290.06 188.05 0,323.99 187.68 0,323.13 137.3 0,287.4 137.69 0,285.65 135.45 0))","POLYGON ((-115.299726342999975 36.134951983000065 0,-115.299721622999982 36.134945930000072 0,-115.29962514499999 36.134946997000043 0,-115.299622837999948 36.134810969000057 0,-115.299714434999942 36.134809956000026 0,-115.299714927999958 36.134839035000027 0,-115.299750925999945 36.13483863700003 0,-115.299751155999957 36.134852203000037 0,-115.29979072 36.134851765000064 0,-115.29979230399999 36.134945148000043 0,-115.299751968999942 36.134945594000044 0,-115.299747020999973 36.134951600000079 0,-115.299726342999975 36.134951983000065 0))"
AOI_2_Vegas_img225,24,"POLYGON ((365.54 152.12 0,357.88 152.26 0,355.96 154.59 0,339.6 155.24 0,341.69 189.81 0,357.04 189.2 0,357.43 195.7 0,373.41 195.07 0,374.09 206.22 0,405.71 204.97 0,402.54 152.75 0,367.12 154.15 0,365.54 152.12 0))","POLYGON ((-115.299510648999956 36.134906969000042 0,-115.299506381999947 36.134901497000044 0,-115.299410740999974 36.134905278000076 0,-115.299402193999981 36.134764269000073 0,-115.299487556999964 36.134760894000067 0,-115.29948938299998 36.134791016000065 0,-115.299532527999986 36.134789309000041 0,-115.299533590999943 36.134806852000054 0,-115.299575023999978 36.134805214000039 0,-115.299580681999942 36.134898560000067 0,-115.299536500999977 36.134900306000077 0,-115.299531326999954 36.134906585000067 0,-115.299510648999956 36.134906969000042 0))"
AOI_2_Vegas_img225,25,"POLYGON ((535.53 151.28 0,527.87 151.42 0,526.2 153.45 0,509.67 154.1 0,511.77 188.67 0,527.11 188.07 0,527.44 193.42 0,543.42 192.79 0,543.49 193.93 0,544.16 205.09 0,575.78 203.84 0,572.61 151.61 0,536.89 153.02 0,535.53 151.28 0))","POLYGON ((-115.299051665999968 36.134909253000046 0,-115.29904798699999 36.134904537000068 0,-115.298951542999987 36.134908349000057 0,-115.298942996999983 36.134767340000053 0,-115.29902836 36.134763965000047 0,-115.29903018499999 36.134794087000046 0,-115.29903037299999 36.134797180000078 0,-115.299073517999943 36.134795474000043 0,-115.299074393999945 36.134809923000034 0,-115.29911582699998 36.134808285000076 0,-115.299121484999944 36.134901631000048 0,-115.299076854999953 36.134903395000038 0,-115.299072342999978 36.134908869000071 0,-115.299051665999968 36.134909253000046 0))"
AOI_2_Vegas_img225,26,"POLYGON ((258.06 196.75 0,222.63 155.62 0,172.01 184.06 0,197.53 213.68 0,222.93 199.41 0,223.59 199.04 0,233.5 210.55 0,258.06 196.75 0))","POLYGON ((-115.299800840999978 36.134786466000037 0,-115.29986714099999 36.134749217000035 0,-115.299893903999987 36.134780288000059 0,-115.299895682999988 36.134779289000051 0,-115.299964270999965 36.134740754000063 0,-115.300033160999988 36.134820734000073 0,-115.299896494999984 36.13489751700007 0,-115.299800840999978 36.134786466000037 0))"
AOI_2_Vegas_img225,27,"POLYGON ((183.98 407.41 0,197.98 407.41 0,197.98 398.67 0,183.98 398.67 0,183.98 407.41 0))","POLYGON ((-115.300000841999974 36.134217690000071 0,-115.300000841999974 36.134241301000031 0,-115.299963050999963 36.134241301000031 0,-115.299963050999963 36.134217690000071 0,-115.300000841999974 36.134217690000071 0))"
AOI_2_Vegas_img225,28,"POLYGON ((39.98 243.05 0,0.0 220.58 0,0.0 287.42 0,1.18 288.08 0,39.98 243.05 0))","POLYGON ((-115.300389657999972 36.134661470000026 0,-115.300494412999967 36.134539883000059 0,-115.300497599986031 36.1345416740293 0,-115.300497599986031 36.134722129841741 0,-115.300389657999972 36.134661470000026 0))"
AOI_2_Vegas_img225,29,"POLYGON ((0.0 303.03 0,0.0 322.39 0,11.66 310.45 0,0.0 303.03 0))","POLYGON ((-115.300497599986031 36.134499528102786 0,-115.300466130999951 36.134479491000036 0,-115.300497599986031 36.134447253247174 0,-115.300497599986031 36.134499528102786 0))"
